Month,Longitude,Latitude,Crime type
2014-07,-1.812485,53.920236,Burglary
2014-07,-1.818935,53.932002,Burglary
2014-07,-1.825554,53.922728,Burglary
2014-07,-1.832649,53.922711,Burglary
2014-07,-1.803362,53.92725,Burglary
2014-07,-1.743485,53.906942,Burglary
2014-07,-1.938503,53.915208,Burglary
2014-07,-1.93729,53.911945,Burglary
2014-07,-1.937593,53.913239,Burglary
2014-07,-1.929743,53.909864,Burglary
2014-07,-1.926762,53.926112,Burglary
2014-07,-1.958784,53.897951,Burglary
2014-07,-1.966317,53.896929,Burglary
2014-07,-1.944508,53.898682,Burglary
2014-07,-1.769021,53.902365,Burglary
2014-07,-1.731691,53.894693,Burglary
2014-07,-1.741083,53.889249,Burglary
2014-07,-1.845689,53.880018,Burglary
2014-07,-1.854893,53.875149,Burglary
2014-07,-1.85696,53.866829,Burglary
2014-07,-1.847717,53.878565,Burglary
2014-07,-1.844991,53.879496,Burglary
2014-07,-1.854893,53.875149,Burglary
2014-07,-1.899668,53.876184,Burglary
2014-07,-1.899668,53.876184,Burglary
2014-07,-1.899668,53.876184,Burglary
2014-07,-1.873245,53.877273,Burglary
2014-07,-1.86617,53.873266,Burglary
2014-07,-1.865657,53.871746,Burglary
2014-07,-1.8666,53.871909,Burglary
2014-07,-1.864581,53.870828,Burglary
2014-07,-1.864581,53.870828,Burglary
2014-07,-1.863427,53.870045,Burglary
2014-07,-1.921794,53.870547,Burglary
2014-07,-1.921653,53.872793,Burglary
2014-07,-1.889809,53.871393,Burglary
2014-07,-1.902458,53.873552,Burglary
2014-07,-1.902799,53.864097,Burglary
2014-07,-1.900303,53.865066,Burglary
2014-07,-1.898173,53.865613,Burglary
2014-07,-1.902799,53.864097,Burglary
2014-07,-1.906225,53.868648,Burglary
2014-07,-1.905607,53.866365,Burglary
2014-07,-1.904621,53.865088,Burglary
2014-07,-1.909072,53.867401,Burglary
2014-07,-1.905607,53.866365,Burglary
2014-07,-1.906225,53.868648,Burglary
2014-07,-1.904621,53.865088,Burglary
2014-07,-1.917849,53.865879,Burglary
2014-07,-1.906225,53.868648,Burglary
2014-07,-1.904621,53.865088,Burglary
2014-07,-1.906225,53.868648,Burglary
2014-07,-1.906225,53.868648,Burglary
2014-07,-1.916262,53.861007,Burglary
2014-07,-1.931166,53.868233,Burglary
2014-07,-1.930022,53.870201,Burglary
2014-07,-1.932075,53.870094,Burglary
2014-07,-1.92288,53.867123,Burglary
2014-07,-1.925494,53.85962,Burglary
2014-07,-1.922892,53.860679,Burglary
2014-07,-1.926479,53.861274,Burglary
2014-07,-1.926648,53.860223,Burglary
2014-07,-1.835061,53.855548,Burglary
2014-07,-1.828301,53.857929,Burglary
2014-07,-1.822559,53.853131,Burglary
2014-07,-1.841636,53.85757,Burglary
2014-07,-1.845644,53.863202,Burglary
2014-07,-1.847086,53.863833,Burglary
2014-07,-1.845644,53.863202,Burglary
2014-07,-1.847086,53.863833,Burglary
2014-07,-1.844079,53.862876,Burglary
2014-07,-1.822199,53.855521,Burglary
2014-07,-1.912254,53.858173,Burglary
2014-07,-1.913469,53.859054,Burglary
2014-07,-1.910163,53.854882,Burglary
2014-07,-1.909813,53.855205,Burglary
2014-07,-1.906328,53.85647,Burglary
2014-07,-1.904042,53.858966,Burglary
2014-07,-1.919054,53.856254,Burglary
2014-07,-1.915858,53.857852,Burglary
2014-07,-1.918978,53.848012,Burglary
2014-07,-1.920716,53.845335,Burglary
2014-07,-1.920716,53.845335,Burglary
2014-07,-1.918978,53.848012,Burglary
2014-07,-1.910454,53.853902,Burglary
2014-07,-1.926774,53.85794,Burglary
2014-07,-1.923185,53.858405,Burglary
2014-07,-1.921228,53.856157,Burglary
2014-07,-1.939148,53.859313,Burglary
2014-07,-1.933889,53.857953,Burglary
2014-07,-1.777984,53.853865,Burglary
2014-07,-1.765138,53.85394,Burglary
2014-07,-1.760635,53.854362,Burglary
2014-07,-1.94576,53.848665,Burglary
2014-07,-1.957709,53.861577,Burglary
2014-07,-1.946948,53.846428,Burglary
2014-07,-1.98736,53.857862,Burglary
2014-07,-1.959263,53.843089,Burglary
2014-07,-1.943898,53.842427,Burglary
2014-07,-1.837506,53.848163,Burglary
2014-07,-1.821867,53.847961,Burglary
2014-07,-1.827757,53.849714,Burglary
2014-07,-1.832578,53.845155,Burglary
