Month,Longitude,Latitude,Crime type
2014-11,-1.754202,53.750934,Burglary
2014-11,-1.752744,53.753762,Burglary
2014-11,-1.756719,53.756152,Burglary
2014-11,-1.767023,53.749665,Burglary
2014-11,-1.756719,53.756152,Burglary
2014-11,-1.772758,53.746386,Burglary
2014-11,-1.770028,53.74648,Burglary
2014-11,-1.771456,53.746015,Burglary
2014-11,-1.768594,53.745273,Burglary
2014-11,-1.768594,53.745273,Burglary
2014-11,-1.767881,53.742629,Burglary
2014-11,-1.76123,53.744324,Burglary
2014-11,-1.77616,53.731068,Burglary
2014-11,-1.770326,53.739092,Burglary
2014-11,-1.772914,53.737111,Burglary
2014-11,-1.769473,53.739855,Burglary
2014-11,-1.769732,53.739523,Burglary
2014-11,-1.766106,53.739974,Burglary
2014-11,-1.768498,53.740554,Burglary
2014-11,-1.767629,53.738818,Burglary
2014-11,-1.770969,53.740765,Burglary
2014-11,-1.767347,53.740381,Burglary
2014-11,-1.766301,53.740487,Burglary
2014-11,-1.773594,53.737463,Burglary
2014-11,-1.772743,53.729381,Burglary
2014-11,-1.767927,53.736913,Burglary
2014-11,-1.763505,53.733435,Burglary
2014-11,-1.761863,53.73433,Burglary
2014-11,-1.769413,53.734084,Burglary
2014-11,-1.766921,53.732507,Burglary
2014-11,-1.769286,53.7351,Burglary
2014-11,-1.890142,53.761687,Burglary
2014-11,-1.88411,53.754104,Burglary
2014-11,-1.877373,53.749927,Burglary
2014-11,-1.880786,53.749769,Burglary
2014-11,-1.896934,53.756866,Burglary
2014-11,-1.909425,53.752805,Burglary
2014-11,-1.906507,53.755373,Burglary
2014-11,-1.914354,53.752746,Burglary
2014-11,-1.906611,53.749612,Burglary
2014-11,-1.918663,53.751499,Burglary
2014-11,-1.917386,53.753143,Burglary
2014-11,-1.909706,53.748994,Burglary
2014-11,-1.809984,53.756347,Burglary
2014-11,-1.805785,53.752502,Burglary
2014-11,-1.83323,53.745928,Burglary
2014-11,-1.840886,53.734389,Burglary
2014-11,-2.01305,53.751823,Burglary
2014-11,-2.053316,53.741439,Burglary
2014-11,-2.067132,53.744398,Burglary
2014-11,-2.004331,53.755023,Burglary
2014-11,-2.012608,53.744102,Burglary
2014-11,-2.016428,53.740956,Burglary
2014-11,-2.01282,53.741621,Burglary
2014-11,-2.01282,53.741621,Burglary
2014-11,-1.892072,53.748351,Burglary
2014-11,-1.887455,53.750854,Burglary
2014-11,-1.89633,53.749684,Burglary
2014-11,-1.89633,53.749684,Burglary
2014-11,-1.898043,53.749875,Burglary
2014-11,-1.890623,53.739622,Burglary
2014-11,-1.886643,53.742746,Burglary
2014-11,-1.886643,53.742746,Burglary
2014-11,-1.880273,53.743378,Burglary
2014-11,-1.887287,53.739951,Burglary
2014-11,-1.884627,53.73692,Burglary
2014-11,-1.887287,53.739951,Burglary
2014-11,-1.883539,53.735714,Burglary
2014-11,-1.880758,53.748978,Burglary
2014-11,-1.877589,53.748813,Burglary
2014-11,-1.878273,53.742873,Burglary
2014-11,-1.876254,53.749135,Burglary
2014-11,-1.877673,53.745991,Burglary
2014-11,-1.881984,53.738841,Burglary
2014-11,-1.880368,53.742039,Burglary
2014-11,-1.880368,53.742039,Burglary
2014-11,-1.877248,53.740759,Burglary
2014-11,-2.001235,53.705346,Burglary
2014-11,-1.990156,53.729838,Burglary
2014-11,-1.989128,53.717515,Burglary
2014-11,-1.981393,53.73372,Burglary
2014-11,-1.985896,53.732777,Burglary
2014-11,-1.98341,53.731141,Burglary
2014-11,-1.932939,53.738718,Burglary
2014-11,-1.938631,53.744204,Burglary
2014-11,-1.932083,53.752182,Burglary
2014-11,-1.926781,53.749078,Burglary
2014-11,-1.945342,53.724991,Burglary
2014-11,-1.939686,53.727343,Burglary
2014-11,-1.856186,53.728485,Burglary
2014-11,-1.850417,53.731058,Burglary
2014-11,-1.856772,53.729879,Burglary
2014-11,-1.867776,53.734961,Burglary
2014-11,-1.860755,53.726441,Burglary
2014-11,-1.861495,53.722631,Burglary
2014-11,-1.867631,53.722971,Burglary
2014-11,-1.861083,53.718721,Burglary
2014-11,-1.854356,53.722812,Burglary
2014-11,-1.856704,53.723246,Burglary
2014-11,-1.861083,53.718721,Burglary
2014-11,-1.861083,53.718721,Burglary
2014-11,-1.861083,53.718721,Burglary
2014-11,-1.856704,53.723246,Burglary
2014-11,-1.8596,53.727294,Burglary
2014-11,-1.862129,53.732501,Burglary
2014-11,-1.860213,53.730009,Burglary
2014-11,-1.861292,53.733776,Burglary
2014-11,-1.866713,53.730538,Burglary
2014-11,-1.864328,53.727677,Burglary
2014-11,-1.920189,53.738315,Burglary
2014-11,-1.899937,53.731109,Burglary
2014-11,-1.920868,53.724141,Burglary
2014-11,-1.913441,53.724451,Burglary
2014-11,-1.913894,53.717854,Burglary
